,FIPS_State,FIPS_County,NumAllAge,NumAllAge90%lb,NumAllAge90%ub,PercentAllAge,PercentAllAge90%lb,PercentAllAge90%ub,Num0-17_,Num0-17_90%lb,Num0-17_90%ub,Percent0-17_,Percent0-17_90%lb,Percent0-17_90%ub,NumRelCh5-17_,NumRelCh5-17_90%lb,NumRelCh5-17_90%ub,PercentRelCh5-17_,PercentRelCh5-17_90%lb,PercentRelCh5-17_90%ub,MedHouseInc,MedHouseInc90%lb,MedHouseInc90%ub,County_Name
0,48,001,9242,7240,11244,20.9,16.4,25.4,2989,2331,3647,27.6,21.5,33.7,2155,1696,2614,27.5,21.6,33.4,50879,45179,56579,Anderson County 
1,48,003,1722,1279,2165,9.2,6.8,11.6,702,471,933,12.0,8.1,15.9,481,315,647,11.3,7.4,15.2,76600,65269,87931,Andrews County 
2,48,005,14330,11468,17192,17.0,13.6,20.4,5446,4065,6827,25.1,18.7,31.5,3871,2852,4890,24.2,17.8,30.6,49943,44981,54905,Angelina County 
3,48,007,3986,3012,4960,17.1,12.9,21.3,1295,901,1689,30.8,21.4,40.2,928,638,1218,30.6,21.0,40.2,51461,44220,58702,Aransas County 
4,48,009,596,413,779,6.9,4.8,9.0,207,138,276,11.2,7.5,14.9,152,99,205,10.9,7.1,14.7,69566,60520,78612,Archer County 
5,48,011,169,124,214,9.3,6.8,11.8,51,34,68,12.4,8.2,16.6,38,25,51,12.2,8.0,16.4,62256,54191,70321,Armstrong County 
6,48,013,7618,5664,9572,14.9,11.1,18.7,3022,2018,4026,22.0,14.7,29.3,2217,1456,2978,21.8,14.3,29.3,60594,56436,64752,Atascosa County 
7,48,015,3378,2616,4140,11.4,8.8,14.0,1249,901,1597,18.0,13.0,23.0,902,647,1157,17.2,12.3,22.1,60593,51374,69812,Austin County 
8,48,017,945,693,1197,14.4,10.6,18.2,450,301,599,23.3,15.6,31.0,309,202,416,22.2,14.5,29.9,48259,40623,55895,Bailey County 
9,48,019,2588,1926,3250,11.0,8.2,13.8,803,537,1069,21.3,14.3,28.3,565,370,760,20.0,13.1,26.9,64389,57772,71006,Bandera County 
10,48,021,9596,7175,12017,10.8,8.1,13.5,3756,2534,4978,16.4,11.1,21.7,2655,1754,3556,15.6,10.3,20.9,74612,69306,79918,Bastrop County 
11,48,023,526,390,662,15.3,11.4,19.2,172,115,229,21.8,14.6,29.0,120,79,161,20.2,13.2,27.2,44392,37493,51291,Baylor County 
12,48,025,5685,4131,7239,23.1,16.8,29.4,1705,1130,2280,26.1,17.3,34.9,1207,786,1628,25.0,16.3,33.7,46316,39663,52969,Bee County 
13,48,027,52839,44904,60774,14.7,12.5,16.9,21349,16756,25942,21.4,16.8,26.0,14891,11378,18404,21.2,16.2,26.2,53639,49688,57590,Bell County 
14,48,029,297131,273527,320735,15.0,13.8,16.2,102507,90018,114996,20.5,18.0,23.0,70521,60746,80296,19.4,16.7,22.1,60477,58624,62330,Bexar County 
15,48,031,1199,922,1476,9.8,7.5,12.1,305,206,404,14.6,9.9,19.3,220,144,296,13.6,8.9,18.3,66383,56734,76032,Blanco County 
16,48,033,53,39,67,7.5,5.5,9.5,12,8,16,8.5,5.7,11.3,9,6,12,7.8,4.9,10.7,69499,58580,80418,Borden County 
17,48,035,2280,1708,2852,12.5,9.4,15.6,727,483,971,19.2,12.8,25.6,515,336,694,17.8,11.6,24.0,58056,52394,63718,Bosque County 
18,48,037,15191,12580,17802,17.4,14.4,20.4,5065,3852,6278,23.4,17.8,29.0,3359,2431,4287,21.1,15.3,26.9,50326,44313,56339,Bowie County 
19,48,039,30696,23578,37814,8.3,6.4,10.2,9642,6337,12947,10.0,6.6,13.4,6816,4410,9222,9.4,6.1,12.7,83576,79076,88076,Brazoria County 
20,48,041,48484,44251,52717,22.3,20.4,24.2,9181,7132,11230,19.5,15.1,23.9,6228,4724,7732,18.5,14.0,23.0,53570,48469,58671,Brazos County 
21,48,043,1282,1000,1564,14.0,10.9,17.1,277,186,368,16.6,11.1,22.1,197,130,264,16.3,10.8,21.8,48537,40760,56314,Brewster County 
22,48,045,199,146,252,13.4,9.8,17.0,69,46,92,22.8,15.2,30.4,49,32,66,21.7,14.2,29.2,50062,42281,57843,Briscoe County 
23,48,047,1978,1509,2447,28.7,21.9,35.5,860,589,1131,45.0,30.8,59.2,618,414,822,44.2,29.6,58.8,33513,28186,38840,Brooks County 
24,48,049,5642,4422,6862,15.6,12.2,19.0,1681,1181,2181,22.3,15.7,28.9,1165,790,1540,20.8,14.1,27.5,48752,43596,53908,Brown County 
25,48,051,2398,1779,3017,13.1,9.7,16.5,781,523,1039,19.9,13.3,26.5,546,357,735,19.0,12.4,25.6,64836,58723,70949,Burleson County 
26,48,053,4598,3376,5820,9.5,7.0,12.0,1654,1093,2215,16.4,10.9,21.9,1165,755,1575,15.4,10.0,20.8,63813,55062,72564,Burnet County 
27,48,055,5373,4068,6678,12.7,9.6,15.8,1803,1236,2370,18.6,12.7,24.5,1271,832,1710,18.8,12.3,25.3,66128,60106,72150,Caldwell County 
28,48,057,2565,1840,3290,12.4,8.9,15.9,1050,701,1399,21.4,14.3,28.5,739,484,994,20.5,13.4,27.6,58470,49949,66991,Calhoun County 
29,48,059,1698,1259,2137,12.2,9.1,15.3,556,368,744,19.0,12.5,25.5,428,279,577,19.5,12.7,26.3,54862,47833,61891,Callahan County 
30,48,061,102649,90579,114719,24.4,21.5,27.3,42579,36198,48960,34.6,29.4,39.8,31185,26109,36261,34.1,28.6,39.6,44440,41602,47278,Cameron County 
31,48,063,2167,1658,2676,16.7,12.8,20.6,826,559,1093,24.8,16.8,32.8,572,378,766,23.5,15.5,31.5,43130,37121,49139,Camp County 
32,48,065,483,362,604,8.3,6.2,10.4,143,96,190,10.7,7.1,14.3,102,67,137,9.5,6.2,12.8,66597,57493,75701,Carson County 
33,48,067,5205,4179,6231,17.7,14.2,21.2,1667,1168,2166,25.6,17.9,33.3,1158,784,1532,23.8,16.1,31.5,50595,46302,54888,Cass County 
34,48,069,1121,845,1397,15.3,11.5,19.1,425,290,560,20.4,13.9,26.9,299,201,397,19.1,12.8,25.4,55139,46977,63301,Castro County 
35,48,071,4224,3444,5004,9.3,7.6,11.0,1396,1014,1778,11.0,8.0,14.0,1045,759,1331,11.1,8.1,14.1,89991,77297,102685,Chambers County 
36,48,073,8336,6509,10163,16.7,13.0,20.4,3199,2290,4108,24.4,17.5,31.3,2248,1562,2934,23.5,16.3,30.7,45894,40474,51314,Cherokee County 
37,48,075,1156,877,1435,21.4,16.2,26.6,312,215,409,24.1,16.6,31.6,216,145,287,22.0,14.7,29.3,45473,39122,51824,Childress County 
38,48,077,1156,903,1409,11.1,8.7,13.5,293,200,386,14.6,10.0,19.2,216,146,286,13.9,9.4,18.4,62763,54294,71232,Clay County 
39,48,079,546,413,679,19.2,14.5,23.9,214,148,280,29.4,20.4,38.4,153,105,201,28.3,19.4,37.2,44584,37793,51375,Cochran County 
40,48,081,373,270,476,11.4,8.3,14.5,121,81,161,18.0,12.0,24.0,86,56,116,17.4,11.4,23.4,51050,43690,58410,Coke County 
41,48,083,1291,960,1622,16.0,11.9,20.1,457,305,609,28.1,18.8,37.4,317,207,427,26.3,17.2,35.4,43623,37641,49605,Coleman County 
42,48,085,65922,56550,75294,6.2,5.3,7.1,17892,13941,21843,6.7,5.2,8.2,11955,8943,14967,5.8,4.3,7.3,101560,97960,105160,Collin County 
43,48,087,476,365,587,16.9,13.0,20.8,188,131,245,25.5,17.7,33.3,128,87,169,22.3,15.2,29.4,47885,42011,53759,Collingsworth County 
44,48,089,2706,2023,3389,12.7,9.5,15.9,921,592,1250,18.4,11.8,25.0,720,472,968,19.6,12.8,26.4,52726,45762,59690,Colorado County 
45,48,091,12293,9785,14801,7.5,6.0,9.0,3380,2235,4525,9.4,6.2,12.6,2291,1459,3123,8.4,5.3,11.5,79290,70134,88446,Comal County 
46,48,093,2157,1632,2682,15.9,12.0,19.8,720,487,953,24.0,16.2,31.8,502,331,673,22.3,14.7,29.9,47282,40018,54546,Comanche County 
47,48,095,374,278,470,13.5,10.1,16.9,105,72,138,20.9,14.3,27.5,73,49,97,20.4,13.6,27.2,47412,40098,54726,Concho County 
48,48,097,4589,3451,5727,11.3,8.5,14.1,1503,994,2012,16.1,10.7,21.5,1046,676,1416,15.7,10.1,21.3,66323,58452,74194,Cooke County 
49,48,099,8083,6046,10120,12.7,9.5,15.9,2829,1898,3760,16.8,11.3,22.3,2010,1317,2703,16.8,11.0,22.6,58398,54601,62195,Coryell County 
50,48,101,243,182,304,17.9,13.4,22.4,93,62,124,31.7,21.2,42.2,66,43,89,28.9,18.8,39.0,44430,37642,51218,Cottle County 
51,48,103,421,311,531,9.0,6.6,11.4,173,115,231,12.9,8.6,17.2,127,83,171,12.5,8.2,16.8,67547,56654,78440,Crane County 
52,48,105,431,319,543,12.4,9.2,15.6,155,103,207,17.7,11.8,23.6,110,71,149,16.1,10.5,21.7,54458,46036,62880,Crockett County 
53,48,107,1087,808,1366,19.8,14.7,24.9,426,281,571,30.3,20.0,40.6,301,194,408,28.0,18.1,37.9,42804,36654,48954,Crosby County 
54,48,109,397,297,497,18.6,13.9,23.3,142,94,190,29.4,19.6,39.2,101,66,136,29.9,19.5,40.3,47479,40009,54949,Culberson County 
55,48,111,798,594,1002,11.1,8.3,13.9,376,254,498,16.0,10.8,21.2,250,165,335,15.3,10.1,20.5,55253,47451,63055,Dallam County 
56,48,113,357084,328219,385949,13.7,12.6,14.8,133033,118882,147184,20.1,18.0,22.2,90557,80815,100299,19.0,17.0,21.0,65770,64185,67355,Dallas County 
57,48,115,2126,1597,2655,18.7,14.0,23.4,789,534,1044,24.4,16.5,32.3,559,372,746,24.1,16.1,32.1,47233,40014,54452,Dawson County 
58,48,117,2791,2095,3487,15.5,11.6,19.4,1255,872,1638,22.6,15.7,29.5,880,609,1151,22.0,15.2,28.8,51412,43700,59124,Deaf Smith County
59,48,119,753,555,951,14.3,10.6,18.0,261,175,347,21.5,14.4,28.6,183,120,246,21.5,14.1,28.9,50456,43010,57902,Delta County 
60,48,121,62596,52887,72305,6.9,5.8,8.0,16387,12926,19848,7.6,6.0,9.2,10784,8103,13465,6.6,4.9,8.3,90880,86461,95299,Denton County 
61,48,123,3761,3094,4428,20.5,16.9,24.1,1227,928,1526,27.6,20.9,34.3,771,537,1005,23.7,16.5,30.9,53899,46088,61710,DeWitt County 
62,48,125,344,251,437,18.9,13.8,24.0,99,66,132,27.7,18.4,37.0,69,45,93,26.1,16.9,35.3,42034,35988,48080,Dickens County 
63,48,127,2501,1982,3020,25.5,20.2,30.8,944,674,1214,34.4,24.6,44.2,662,462,862,31.6,22.0,41.2,42788,36007,49569,Dimmit County 
64,48,129,502,371,633,16.3,12.1,20.5,161,108,214,24.8,16.6,33.0,114,74,154,23.5,15.4,31.6,57526,53473,61579,Donley County 
65,48,131,2087,1493,2681,20.0,14.3,25.7,910,601,1219,32.1,21.2,43.0,654,425,883,31.8,20.7,42.9,40601,34625,46577,Duval County 
66,48,133,2998,2320,3676,17.0,13.2,20.8,878,596,1160,23.2,15.8,30.6,634,429,839,23.2,15.7,30.7,50317,43243,57391,Eastland County 
67,48,135,22439,18458,26420,13.6,11.2,16.0,9040,6967,11113,17.9,13.8,22.0,6114,4597,7631,17.0,12.8,21.2,62669,55005,70333,Ector County 
68,48,137,366,271,461,19.1,14.1,24.1,135,89,181,31.8,21.1,42.5,96,62,130,30.6,19.9,41.3,45330,38159,52501,Edwards County 
69,48,139,14973,11361,18585,7.9,6.0,9.8,5492,3818,7166,11.1,7.7,14.5,3872,2632,5112,10.4,7.1,13.7,79849,75849,83849,Ellis County 
70,48,141,145103,129462,160744,17.6,15.7,19.5,49840,41138,58542,22.7,18.7,26.7,36362,29571,43153,22.6,18.4,26.8,48522,46334,50710,El Paso County
71,48,143,5006,3889,6123,12.6,9.8,15.4,1363,908,1818,15.5,10.3,20.7,989,644,1334,15.5,10.1,20.9,61453,55080,67826,Erath County 
72,48,145,3056,2276,3836,20.0,14.9,25.1,905,607,1203,25.2,16.9,33.5,651,430,872,24.9,16.4,33.4,44590,37985,51195,Falls County 
73,48,147,5075,4051,6099,15.4,12.3,18.5,1311,912,1710,17.5,12.2,22.8,921,630,1212,16.1,11.0,21.2,59746,53027,66465,Fannin County 
74,48,149,2369,1772,2966,9.4,7.0,11.8,730,489,971,14.4,9.7,19.1,528,346,710,13.8,9.1,18.5,63713,56569,70857,Fayette County 
75,48,151,501,374,628,13.3,9.9,16.7,140,94,186,17.6,11.8,23.4,99,65,133,16.2,10.7,21.7,52828,48618,57038,Fisher County 
76,48,153,995,741,1249,17.7,13.2,22.2,426,284,568,29.5,19.7,39.3,304,199,409,27.7,18.1,37.3,44256,37543,50969,Floyd County 
77,48,155,184,137,231,16.8,12.5,21.1,63,42,84,29.9,20.0,39.8,45,29,61,29.0,18.8,39.2,40955,34546,47364,Foard County 
78,48,157,61776,49814,73738,7.4,6.0,8.8,21169,15484,26854,9.4,6.9,11.9,14856,10498,19214,8.7,6.1,11.3,97210,89512,104908,Fort Bend County
79,48,159,1384,1010,1758,12.9,9.4,16.4,500,328,672,20.4,13.4,27.4,345,221,469,18.6,11.9,25.3,58927,55356,62498,Franklin County 
80,48,161,2421,1763,3079,13.3,9.7,16.9,737,480,994,16.7,10.9,22.5,509,316,702,15.6,9.7,21.5,54502,46908,62096,Freestone County 
81,48,163,3776,2738,4814,22.3,16.2,28.4,1308,875,1741,28.8,19.3,38.3,899,590,1208,27.0,17.7,36.3,47007,40883,53131,Frio County 
82,48,165,2421,1728,3114,11.1,7.9,14.3,1567,1042,2092,19.8,13.2,26.4,1095,712,1478,19.4,12.6,26.2,63528,54306,72750,Gaines County 
83,48,167,33751,27090,40412,9.9,7.9,11.9,11429,7923,14935,14.1,9.8,18.4,7899,5304,10494,13.0,8.7,17.3,78465,73967,82963,Galveston County 
84,48,169,898,640,1156,20.6,14.7,26.5,219,146,292,23.4,15.6,31.2,156,102,210,22.2,14.5,29.9,50934,43251,58617,Garza County 
85,48,171,2450,1882,3018,9.2,7.1,11.3,789,570,1008,15.2,11.0,19.4,533,370,696,13.6,9.5,17.7,64365,58282,70448,Gillespie County 
86,48,173,105,78,132,7.3,5.4,9.2,35,23,47,9.9,6.5,13.3,25,16,34,9.5,6.1,12.9,85001,71783,98219,Glasscock County 
87,48,175,993,747,1239,13.2,9.9,16.5,312,205,419,20.8,13.7,27.9,228,147,309,20.2,13.0,27.4,54970,46645,63295,Goliad County 
88,48,177,2947,2175,3719,14.3,10.5,18.1,1224,819,1629,22.3,14.9,29.7,880,581,1179,21.7,14.3,29.1,55363,48714,62012,Gonzales County 
89,48,179,2797,2106,3488,14.2,10.7,17.7,956,638,1274,18.0,12.0,24.0,649,418,880,16.2,10.4,22.0,54141,47437,60845,Gray County 
90,48,181,18505,15456,21554,13.6,11.4,15.8,6680,5444,7916,20.8,17.0,24.6,4359,3445,5273,18.4,14.5,22.3,59554,56554,62554,Grayson County 
91,48,183,21845,18892,24798,18.1,15.6,20.6,8197,6671,9723,26.3,21.4,31.2,5416,4256,6576,23.6,18.6,28.6,51394,46558,56230,Gregg County 
92,48,185,4081,3095,5067,15.3,11.6,19.0,1319,920,1718,20.6,14.4,26.8,943,643,1243,19.9,13.6,26.2,57795,49975,65615,Grimes County 
93,48,187,14311,11307,17315,8.5,6.7,10.3,4411,3047,5775,10.7,7.4,14.0,3149,2112,4186,10.1,6.8,13.4,78909,72136,85682,Guadalupe County 
94,48,189,5321,4200,6442,17.6,13.9,21.3,2111,1477,2745,24.6,17.2,32.0,1573,1130,2016,24.3,17.4,31.2,46589,40205,52973,Hale County 
95,48,191,537,379,695,18.6,13.1,24.1,223,149,297,36.7,24.5,48.9,160,105,215,32.3,21.1,43.5,36654,31104,42204,Hall County 
96,48,193,1234,969,1499,14.7,11.5,17.9,375,251,499,20.9,14.0,27.8,269,176,362,20.0,13.1,26.9,52840,44579,61101,Hamilton County 
97,48,195,558,412,704,10.7,7.9,13.5,235,156,314,15.4,10.2,20.6,166,108,224,14.4,9.4,19.4,61059,51598,70520,Hansford County 
98,48,197,600,439,761,15.0,11.0,19.0,198,132,264,23.6,15.8,31.4,140,91,189,21.9,14.3,29.5,63479,58903,68055,Hardeman County 
99,48,199,6032,4670,7394,10.4,8.0,12.8,1803,1223,2383,12.9,8.8,17.0,1263,822,1704,12.1,7.9,16.3,69151,60363,77939,Hardin County 
100,48,201,747146,704497,789795,15.9,15.0,16.8,285922,265498,306346,23.3,21.6,25.0,198060,181776,214344,22.3,20.5,24.1,61906,60599,63213,Harris County 
101,48,203,10136,8260,12012,15.6,12.7,18.5,3526,2626,4426,21.9,16.3,27.5,2358,1663,3053,19.4,13.7,25.1,55198,49868,60528,Harrison County 
102,48,205,409,302,516,9.5,7.0,12.0,103,70,136,9.1,6.2,12.0,77,52,102,9.4,6.4,12.4,74686,62754,86618,Hartley County 
103,48,207,1041,771,1311,20.0,14.8,25.2,250,165,335,25.6,16.9,34.3,179,115,243,23.6,15.1,32.1,44847,38750,50944,Haskell County 
104,48,209,22434,18459,26409,9.6,7.9,11.3,5315,3723,6907,9.9,6.9,12.9,3462,2310,4614,8.7,5.8,11.6,77511,70262,84760,Hays County 
105,48,211,354,262,446,9.5,7.0,12.0,162,108,216,14.5,9.7,19.3,115,75,155,12.9,8.4,17.4,65718,55375,76061,Hemphill County 
106,48,213,11681,8725,14637,14.2,10.6,17.8,3941,2629,5253,22.6,15.1,30.1,2689,1723,3655,20.7,13.3,28.1,52660,47156,58164,Henderson County 
107,48,215,207104,184050,230158,23.9,21.2,26.6,89062,75722,102402,32.5,27.6,37.4,64300,54568,74032,31.7,26.9,36.5,46653,43648,49658,Hidalgo County 
108,48,217,5078,4069,6087,14.0,11.2,16.8,1696,1231,2161,20.4,14.8,26.0,1230,875,1585,19.9,14.2,25.6,56565,50458,62672,Hill County 
109,48,219,2841,2111,3571,12.9,9.6,16.2,1136,758,1514,19.5,13.0,26.0,791,512,1070,18.4,11.9,24.9,55469,47825,63113,Hockley County 
110,48,221,5919,4479,7359,9.4,7.1,11.7,1889,1281,2497,14.8,10.1,19.5,1347,900,1794,14.1,9.4,18.8,85449,81682,89216,Hood County 
111,48,223,4652,3514,5790,12.7,9.6,15.8,1673,1120,2226,18.9,12.7,25.1,1174,768,1580,17.9,11.7,24.1,53634,47357,59911,Hopkins County 
112,48,225,4040,3003,5077,20.0,14.9,25.1,1217,824,1610,27.7,18.7,36.7,868,574,1162,26.3,17.4,35.2,45989,39908,52070,Houston County 
113,48,227,4821,3673,5969,15.7,12.0,19.4,1361,924,1798,17.8,12.1,23.5,982,652,1312,18.2,12.1,24.3,58445,52539,64351,Howard County 
114,48,229,1163,863,1463,24.2,18.0,30.4,317,211,423,33.1,22.0,44.2,214,139,289,28.6,18.6,38.6,40666,34525,46807,Hudspeth County 
115,48,231,12240,9562,14918,12.6,9.8,15.4,4068,2871,5265,17.6,12.4,22.8,2861,1964,3758,16.7,11.5,21.9,53760,48345,59175,Hunt County 
116,48,233,2455,1874,3036,12.1,9.2,15.0,775,530,1020,15.4,10.5,20.3,537,352,722,14.4,9.4,19.4,62536,54083,70989,Hutchinson County 
117,48,235,107,79,135,6.9,5.1,8.7,25,16,34,7.4,4.9,9.9,18,12,24,6.8,4.4,9.2,73776,62394,85158,Irion County 
118,48,237,1075,782,1368,13.6,9.9,17.3,354,237,471,18.4,12.3,24.5,250,166,334,16.8,11.2,22.4,56028,47826,64230,Jack County 
119,48,239,1849,1418,2280,12.7,9.7,15.7,647,433,861,17.5,11.7,23.3,457,300,614,17.3,11.3,23.3,56101,49139,63063,Jackson County 
120,48,241,5960,4656,7264,17.3,13.5,21.1,2012,1444,2580,24.9,17.9,31.9,1422,1017,1827,23.5,16.8,30.2,51153,43978,58328,Jasper County 
121,48,243,474,326,622,22.2,15.3,29.1,37,24,50,59.7,39.0,80.4,24,15,33,66.7,42.1,91.3,55718,46957,64479,Jeff Davis County
122,48,245,42858,37479,48237,18.3,16.0,20.6,15438,12655,18221,25.9,21.2,30.6,10809,8570,13048,25.4,20.1,30.7,48808,46209,51407,Jefferson County 
123,48,247,1035,755,1315,20.1,14.7,25.5,473,303,643,30.5,19.5,41.5,374,245,503,30.9,20.2,41.6,41620,35282,47958,Jim Hogg County
124,48,249,8051,6198,9904,20.1,15.5,24.7,3562,2609,4515,32.9,24.1,41.7,2610,1915,3305,32.4,23.8,41.0,48773,42223,55323,Jim Wells County
